id,evidence_inference_prompt_id,pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,notes,is_data_in_figure_graphics,is_relevant_data_in_table,is_table_in_graphic_format,is_data_complete,tiktoken_with_attributes_xml_token_num,tiktoken_without_attributes_xml_token_num,tiktoken_without_attributes_markdown_token_num,split
363,12884,5976949,ANGPTL4 expression,"GDM1 (tight glycaemic targets, fasting blood glucose < 5.1 mmol/L and <7.0 mmol/L postprandial)",control group- normal glucose tolerance,continuous,,20,,25,23.1,25.6,98.3,104.6,found in table,FALSE,TRUE,FALSE,TRUE,4402,2905,2274,TEST
364,12885,5976949,ANGPTL4 expression,"GDM1 (tight glycaemic targets, fasting blood glucose < 5.1 mmol/L and <7.0 mmol/L postprandial)","GDM2 (less tight glycaemic targets, <5.3_mmol/L and <_7.8_mmol/L)",continuous,,20,,21,23.1,25.6,21.5,25.8,found in table,FALSE,TRUE,FALSE,TRUE,4402,2905,2274,TEST
365,12886,5976949,leptin/adiponectin ratio (LAR),"GDM2 (less tight glycaemic targets, <5.3 mmol/L and < 7.8 mmol/L)","GDM1 (tight glycaemic targets, fasting blood glucose_<_5.1_mmol/L and <7.0_mmol/L postprandial) postprandial,), control group- normal glucose tolerance",continuous,,21,,45,1.7,1.66,,,combined means and stds not given,FALSE,TRUE,FALSE,FALSE,4402,2905,2274,TEST
366,12887,5976949,leptin/adiponectin ratio (LAR),"GDM1 (tight glycaemic targets, fasting blood glucose < 5.1 mmol/L and <7.0 mmol/L postprandial)",control group- normal glucose tolerance,continuous,,20,,25,0.97,1.31,0.72,0.46,found in table,FALSE,TRUE,FALSE,TRUE,4402,2905,2274,TEST
367,224,1475568,Minnesota living with heart failure (MLHF) questionnaire baseline scores,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59,,64,45,,57,,Only the mean score was given in table.,FALSE,TRUE,FALSE,FALSE,4361,3649,2573,TEST
368,216,1475568,Heart failure-related quality of life at the end of treatment,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59,,64,1,,5,,Only the mean change was found in text.,FALSE,FALSE,FALSE,FALSE,4361,3649,2573,TEST
369,217,1475568,Baseline hypertension,Follow-up and thorough education on self-care,Standard information about self-care,binary,51,59,57,64,,,,,Used percentage found in table to calculate actual number for binary variable.,FALSE,TRUE,FALSE,TRUE,4361,3649,2573,TEST
370,218,1475568,Baseline diabetes,Follow-up and thorough education on self-care,Standard information about self-care,binary,35,59,33,64,,,,,Used percentage found in table to calculate actual number for binary variable.,FALSE,TRUE,FALSE,TRUE,4361,3649,2573,TEST
371,228,1475568,Baseline life-quality score,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59,,64,45,,57,,Only the mean score was given in table.,FALSE,TRUE,FALSE,FALSE,4361,3649,2573,TEST
372,226,1475568,Knowledge about heart failure,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59,,64,,,,,Only the overall mean difference in score improvement was given.,FALSE,FALSE,FALSE,FALSE,4361,3649,2573,TEST
373,220,1475568,Baseline beta-blockers intake,Follow-up and thorough education on self-care,Standard information about self-care,binary,32,59,46,64,,,,,Used percentage found in table to calculate actual number for binary variable.,FALSE,TRUE,FALSE,TRUE,4361,3649,2573,TEST
374,227,1475568,Self-efficacy,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59,,64,,,,,Only the overall mean difference in score improvement was given.,FALSE,FALSE,FALSE,FALSE,4361,3649,2573,TEST
375,219,1475568,Baseline systolic dysfunction,Follow-up and thorough education on self-care,Standard information about self-care,binary,23,59,28,64,,,,,Used percentage found in table to calculate actual number for binary variable.,FALSE,TRUE,FALSE,TRUE,4361,3649,2573,TEST
376,223,1475568,Baseline angiotensin II receptor blockers (ARBs) intake,Follow-up and thorough education on self-care,Standard information about self-care,binary,,59,,64,,,,,Unclear since the values for this are reported with ACEI intake.,FALSE,TRUE,FALSE,FALSE,4361,3649,2573,TEST
377,222,1475568,Baseline digoxin intake,Follow-up and thorough education on self-care,Standard information about self-care,binary,25,59,19,64,,,,,Used percentage found in table to calculate actual number for binary variable.,FALSE,TRUE,FALSE,TRUE,4361,3649,2573,TEST
378,221,1475568,Baseline angiotensin-converting enzyme (ACE) inhibitors intake,Follow-up and thorough education on self-care,Standard information about self-care,binary,,59,,64,,,,,Unclear since the values for this are reported with ARB intake.,FALSE,TRUE,FALSE,FALSE,4361,3649,2573,TEST
379,214,1475568,Hospitalization or death,Follow-up and thorough education on self-care,Standard information about self-care,binary,25,59,39,64,,,,,Used percentage found in table to calculate actual number for binary variable.,FALSE,TRUE,FALSE,TRUE,4361,3649,2573,TEST
380,215,1475568,Daily weight monitoring at the end of treatment,Follow-up and thorough education on self-care,Standard information about self-care,binary,47,59,19,64,,,,,Used percentage found in text to calculate actual number for binary variable.,FALSE,FALSE,FALSE,TRUE,4361,3649,2573,TEST
381,225,1475568,Cardiac-related hospitalization,Follow-up and thorough education on self-care,Standard information about self-care,binary,20,59,25,64,,,,,Used percentage found in text to calculate actual number for binary variable.,FALSE,FALSE,FALSE,TRUE,4361,3649,2573,TEST
382,876,2974815,discontinued treatment,"""phone calls"" group","""no phone calls"" group",binary,4,108,30,246,,,,,Values from results section text.,FALSE,FALSE,FALSE,TRUE,13659,6016,4469,TEST
383,949,3278655,maximum total point motion (MTPM),The trabecular metal tibial monoblock component (TM),cemented component.,continuous,,27,,18,0.98,3.91,0.79,2.27,Back calculated the SD values from CI. Numerical values are from 5-year follow up.,FALSE,TRUE,FALSE,TRUE,5463,3510,2857,TEST
384,877,2974815,The percentage of patients with controlled blood pressure (<140/90 mmHg),"""phone calls"" group","""no phone calls"" group",binary,,108,,246,,,,,Numerical values are not available.,FALSE,FALSE,FALSE,FALSE,13659,6016,4469,TEST
385,1118,3577738,website use in terms of the number of pages visited,website with social presence elements.,website without social presence elements.,continuous,,,,,7.5,4,8,3.8,Cannot find the group sizes in the text or table.,FALSE,TRUE,FALSE,FALSE,3018,2080,1653,TEST
386,1118,3577738,website use in terms of time on the website,website with social presence elements.,website without social presence elements.,continuous,,,,,151,117.4,150.8,107.8,Cannot find the group sizes in the text or table.,FALSE,TRUE,FALSE,FALSE,3018,2080,1653,TEST
387,1119,3577738,focused on the social presence elements in terms of frequency,website with social presence elements.,website without social presence elements.,continuous,,,,,,,,,"Cannot find the group sizes in the text or table. Also, no numerical values for this outcome is found for each of the conditions.",FALSE,FALSE,FALSE,FALSE,3018,2080,1653,TEST
388,1119,3577738,focused on the social presence elements in terms of duration,website with social presence elements.,website without social presence elements.,continuous,,,,,,,,,"Cannot find the group sizes in the text or table. Also, no numerical values for this outcome is found for each of the conditions.",FALSE,FALSE,FALSE,FALSE,3018,2080,1653,TEST
389,875,2974815,percentage of patients with controlled blood pressure,"""phone calls"" group","""no phone calls"" group",binary,86,108,175,246,,,,,"Used 80% for ""phone calls"" group and 71% for ""no phone calls"" group.",FALSE,FALSE,FALSE,TRUE,13659,6016,4469,TEST
390,950,3278655,subsidence,The trabecular metal tibial monoblock component (TM),cemented component.,continuous,,27,,18,-0.38,0.37,-0.04,0.11,Used numerical values for Superior/inferior translation (SD). Numerical values are from 5-year follow up.,FALSE,TRUE,FALSE,TRUE,5463,3510,2857,TEST
391,951,3278655,"The proportion of ""at risk"" components at 5 years",The trabecular metal tibial monoblock component (TM),cemented component.,binary,0,27,2,18,,,,,Used numerical values from 5-year follow up provided in abstract.,FALSE,FALSE,FALSE,TRUE,5463,3510,2857,TEST
392,1120,3577738,efficiency,website with social presence elements.,website without social presence elements.,continuous,,,,,,,,,"Cannot find the group sizes in the text or table. Also, no numerical values for this outcome is found for each of the conditions.",FALSE,FALSE,FALSE,FALSE,3018,2080,1653,TEST
393,1120,3577738,effectiveness,website with social presence elements.,website without social presence elements.,continuous,,,,,,,,,"Cannot find the group sizes in the text or table. Also, no numerical values for this outcome is found for each of the conditions.",FALSE,FALSE,FALSE,FALSE,3018,2080,1653,TEST
394,1120,3577738,enjoyment,website with social presence elements.,website without social presence elements.,continuous,,,,,,,,,"Cannot find the group sizes in the text or table. Also, no numerical values for this outcome is found for each of the conditions.",FALSE,FALSE,FALSE,FALSE,3018,2080,1653,TEST
395,1120,3577738,active trust,website with social presence elements.,website without social presence elements.,continuous,,,,,,,,,"Cannot find the group sizes in the text or table. Also, no numerical values for this outcome is found for each of the conditions.",FALSE,FALSE,FALSE,FALSE,3018,2080,1653,TEST
396,1120,3577738,interest,website with social presence elements.,website without social presence elements.,continuous,,,,,,,,,"Cannot find the group sizes in the text or table. Also, no numerical values for this outcome is found for each of the conditions.",FALSE,FALSE,FALSE,FALSE,3018,2080,1653,TEST
397,2240,4678179,progression-free-survival (PFS),vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),continuous,,53,,53,,,,,Median was only given.,FALSE,FALSE,FALSE,FALSE,9517,6474,5204,TEST
398,2241,4678179,Median overall survival (OS),vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),continuous,,53,,53,6.9,4.09,6.1,5.57,"Median is given with CI. Since the outcome explicitly says ""median"", including median values. Back calculated SD using CI.",FALSE,FALSE,FALSE,TRUE,9517,6474,5204,TEST
399,2242,4678179,Response rates,vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),continuous,,53,,53,8,,13,,Only difference in response rates as percent is given.,FALSE,FALSE,FALSE,FALSE,9517,6474,5204,TEST
400,2243,4678179,rate of adverse events,vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),binary,4,53,2,53,,,,,Used numbers found in results section text.,FALSE,FALSE,FALSE,TRUE,9517,6474,5204,TEST
401,2723,5268424,score on the general dimension scale of negative affects (referred to as NA from here onward),view a video featuring individuals that live in extreme poverty,control,continuous,,55,,50,21.036,6.327,17.68,5.859,,FALSE,TRUE,FALSE,TRUE,12258,6615,4148,TEST
402,2804,5781260,Exercise-induced Creatine kinase (CK),lemon verbena extract,placebo,continuous,,20,,20,,,,,Mean and CI in figure.,TRUE,FALSE,FALSE,FALSE,4385,3505,2662,TEST
403,2802,5781260,exercise-related loss of muscle strength,lemon verbena extract,placebo,continuous,,20,,20,,,,,Mean and CI in figure.,TRUE,FALSE,FALSE,FALSE,4385,3505,2662,TEST
404,2805,5781260,Glutathione peroxidase (GPxP),lemon verbena extract,placebo,continuous,,20,,20,,,,,Mean and CI in figure.,TRUE,FALSE,FALSE,FALSE,4385,3505,2662,TEST
405,2807,5781260,adverse events,lemon verbena extract,placebo,binary,,20,,20,,,,,Unclear numerical values.,FALSE,FALSE,FALSE,FALSE,4385,3505,2662,TEST
406,2803,5781260,Movement induced pain (VAS),lemon verbena extract,placebo,continuous,,20,,20,,,,,Mean and CI in figure.,FALSE,FALSE,FALSE,FALSE,4385,3505,2662,TEST
407,2806,5781260,Interleukin 6,lemon verbena extract,placebo,continuous,,20,,20,,,,,Numerical values are not given.,FALSE,FALSE,FALSE,FALSE,4385,3505,2662,TEST
408,3260,3475525,Correct selection of the healthier product,MTL+caloric intake group,No label group,continuous,,90,,99,73.3,6.9,67.8,10.3,Available in abstract and table,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
409,3260,3475525,Correct selection of the healthier product,MTL+caloric intake group,TL+SNL group,continuous,,90,,95,73.3,6.9,65.8,7.3,Available in abstract and table,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
410,3260,3475525,Correct selection of the healthier product,choices group,No label group,continuous,,98,,99,72.5,13.2,67.8,10.3,Available in abstract and table,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
411,3260,3475525,Correct selection of the healthier product,choices group,TL+SNL group,continuous,,98,,95,72.5,13.2,65.8,7.3,Available in abstract and table,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
412,3262,3475525,Taste perception,MTL group,No label group,continuous,,98,,99,5.6,1.4,5.8,1.4,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
413,3262,3475525,Taste perception,MTL+caloric intake group,No label group,continuous,,90,,99,5.4,1.4,5.8,1.4,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
414,3262,3475525,Taste perception,MTL group,choices group,continuous,,98,,98,5.6,1.4,5.3,1.5,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
415,3262,3475525,Taste perception,MTL+caloric intake group,choices group,continuous,,90,,98,5.4,1.4,5.3,1.5,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
416,3262,3475525,intent of purchase,MTL group,No label group,continuous,,98,,99,3.8,1.4,4.1,1.5,Used values for self.,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
417,3262,3475525,intent of purchase,MTL+caloric intake group,No label group,continuous,,90,,99,3.6,1.4,4.1,1.5,Used values for self.,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
418,3262,3475525,intent of purchase,MTL group,choices group,continuous,,98,,98,3.8,1.4,4.1,1.7,Used values for self.,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
419,3262,3475525,intent of purchase,MTL+caloric intake group,choices group,continuous,,90,,98,3.6,1.5,4.1,1.7,Used values for self.,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
420,3401,3877023,quantitative contour sharpness of the Cervicothoracic Spine,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,18,,21,0.95,0.24,1.43,0.48,"Original outcome was ""quantitative contour sharpness"".",FALSE,FALSE,FALSE,TRUE,17694,9686,7100,TEST
421,3401,3877023,quantitative contour sharpness of the thoracolumbar spine,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,30,,34,0.83,0.22,1.32,0.51,"Original outcome was ""quantitative contour sharpness"".",FALSE,FALSE,FALSE,TRUE,17694,9686,7100,TEST
422,3402,3877023,contrast-to-noise ratios (CNR) of Cervicothoracic Spine - T2w sagittal Cerebrospinal fluid – Spinal cord,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,18,,21,18.1,11.6,9.3,5.5,,FALSE,TRUE,FALSE,TRUE,17694,9686,7100,TEST
423,3402,3877023,contrast-to-noise ratios (CNR) of Thoracolumbar Spine - T2w sagittal Cerebrospinal fluid – Spinal cord,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,30,,34,22.3,13.2,14,5.6,,FALSE,TRUE,FALSE,TRUE,17694,9686,7100,TEST
424,3402,3877023,contrast-to-noise ratios (CNR) of Cervicothoracic Spine - T2w sagittal Cerebrospinal fluid – Vertebral bone,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,18,,21,19.3,10.3,8.2,5.7,,FALSE,TRUE,FALSE,TRUE,17694,9686,7100,TEST
425,3402,3877023,contrast-to-noise ratios (CNR) of Thoracolumbar Spine - T2w sagittal Cerebrospinal fluid – Vertebral bone,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,30,,34,24,12.9,11.7,6.3,,FALSE,TRUE,FALSE,TRUE,17694,9686,7100,TEST
426,3403,3877023,Scanning times,high-field horizontal open MR scanner,short-bore MR scanner,continuous,,49,,44,32,22,20,9,,FALSE,FALSE,FALSE,TRUE,17694,9686,7100,TEST
427,3404,3877023,The mean signal-to-noise (SNR) values,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,44,,49,17.97,6.58,11.28,4.35,,FALSE,FALSE,FALSE,TRUE,17694,9686,7100,TEST
428,3261,3475525,Scores on the saturated fat quiz,MTL group,No label group,continuous,,98,,99,90.7,20.4,33.6,16.3,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
429,3261,3475525,Scores on the saturated fat quiz,MTL+caloric intake group,No label group,continuous,,90,,99,92.3,15.1,33.6,16.3,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
430,3261,3475525,Scores on the saturated fat quiz,MTL group,choices group,continuous,,98,,98,90.7,20.4,35.7,15.9,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
431,3261,3475525,Scores on the saturated fat quiz,MTL+caloric intake group,choices group,continuous,,90,,98,92.3,15.1,35.7,15.9,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
432,3261,3475525,Scores on sugar quiz,MTL group,No label group,continuous,,98,,99,90,20.7,47.2,19.6,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
433,3261,3475525,Scores on sugar quiz,MTL+caloric intake group,No label group,continuous,,90,,99,92.6,15.5,47.2,19.6,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
434,3261,3475525,Scores on sugar quiz,MTL group,choices group,continuous,,98,,98,90,20.7,41.9,19.4,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
435,3261,3475525,Scores on sugar quiz,MTL+caloric intake group,choices group,continuous,,90,,98,92.6,15.5,41.9,19.4,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
436,3261,3475525,Scores on sodium quiz,MTL group,No label group,continuous,,98,,99,93.5,16.4,42.6,20.7,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
437,3261,3475525,Scores on sodium quiz,MTL+caloric intake group,No label group,continuous,,90,,99,94.1,15.6,42.6,20.7,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
438,3261,3475525,Scores on sodium quiz,MTL group,choices group,continuous,,98,,98,93.5,16.4,47.1,21.1,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
439,3261,3475525,Scores on sodium quiz,MTL+caloric intake group,choices group,continuous,,90,,98,94.1,15.6,47.1,21.1,,FALSE,TRUE,FALSE,TRUE,9086,4934,3542,TEST
440,8803,4467620,decrease in exercise intensity as time elapsed (at time 10),Hot + Cooling conditions,Hot conditions,continuous,,8,,8,114.6,35.6,123.9,30.2,Added the last timepoint to the outcome name. Since there are 10 different time points.,FALSE,TRUE,FALSE,TRUE,7288,4607,3858,TEST
441,8804,4467620,weight reduction,Hot + Cooling conditions,Hot conditions,continuous,,8,,8,68.6,7.7,68.8,7.5,The numerical values are from Exercise state.,FALSE,TRUE,FALSE,TRUE,7288,4607,3858,TEST
442,8805,4467620,accuracy of the cognitive tasks,Exercise - Hot + Cooling conditions,At rest - Hot + Cooling conditions,continuous,,8,,8,,,,,,TRUE,FALSE,FALSE,FALSE,7288,4607,3858,TEST
443,8801,4467620,accuracy of the cognitive tasks,Exercise - Hot condition,At rest - Hot condition,continuous,,8,,8,,,,,,TRUE,FALSE,FALSE,FALSE,7288,4607,3858,TEST
444,8802,4467620,differences in the accuracy,Hot + Cooling conditions,Hot conditions,continuous,,8,,8,,,,,,TRUE,FALSE,FALSE,FALSE,7288,4607,3858,TEST
445,4098,4140238,ocular itching for visit 3B at 7 min,bepotastine besilate ophthalmic solution (BBOS) 1.5%,placebo,continuous,,70,,70,1.2,,2.1,,"Original outcome name is ""ocular itching"". However, due to many different visits and data from timepoints. We specified this in the outcome. Visit 3B was the first study they conducted and 7 min is the last timepoint. No SD information was given",FALSE,TRUE,FALSE,FALSE,12685,6812,5052,TEST
446,4002,4879328,waist circumference,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104,,114,-0.89,3.32,0.3,3.54,Back calculated SD using CI.,FALSE,TRUE,FALSE,TRUE,12872,8442,5640,TEST
447,4003,4879328,effects for walking,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104,,114,-0.55,2.29,0.31,3.84,Back calculated SD using CI.,FALSE,TRUE,FALSE,TRUE,12872,8442,5640,TEST
448,4003,4879328,effects for vigorous activity,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104,,114,0.2,1.56,-0.4,2.48,Back calculated SD using CI.,FALSE,TRUE,FALSE,TRUE,12872,8442,5640,TEST
449,4004,4879328,FFBQ Total Index Score,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104,,114,0.07,0.26,0.01,0.33,Back calculated SD using CI.,FALSE,TRUE,FALSE,TRUE,12872,8442,5640,TEST
450,4005,4879328,weekly moderate physical activity sessions,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104,,114,0.19,1.82,-0.68,2.32,Back calculated SD using CI.,FALSE,TRUE,FALSE,TRUE,12872,8442,5640,TEST
451,4006,4879328,accelerometer-assessed moderate to vigorous physical activity (MVPA),"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,99,,108,7.41,66.12,-16.1,66.25,Values are from Accelerometer PA in Table 2. Back calculated SD using CI.,FALSE,TRUE,FALSE,TRUE,12872,8442,5640,TEST
452,4001,4879328,weight loss,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104,,114,-0.89,3.33,0.3,3.54,Back calculated SD using CI.,FALSE,TRUE,FALSE,TRUE,12872,8442,5640,TEST
453,4432,5726464,Glucose,Vitamin D plus calcium supplementation,Placebo,continuous,,79,,86,,,,,Median was reported.,FALSE,TRUE,FALSE,FALSE,6563,4244,3133,TEST
454,4432,5726464,insulin,Vitamin D plus calcium supplementation,Placebo,continuous,,79,,86,,,,,Median was reported.,FALSE,TRUE,FALSE,FALSE,6563,4244,3133,TEST
455,4422,4483334,Amount of calcium and phosphate on enamel surface,CPP-ACP plus laser (group D),Distilled and deionized water (group A),continuous,,,20,,20,,,,"Original outcome was ""Amount of calcium and phosphate on enamel surface"" but changed to ""Total weight percentage of calcium"" since this seemed more accurate. All numerical values are in a graphical format of table.",FALSE,TRUE,TRUE,FALSE,1396,1236,1068,TEST
456,4423,4483334,Total weight percentage of calcium,CPP-ACP plus laser (group D),Nd:YAG laser (group B),continuous,,,20,,20,,,,"Original outcome was ""Amount of calcium and phosphate on enamel surface"" but changed to ""Total weight percentage of calcium"" since this seemed more accurate. All numerical values are in a graphical format of table.",FALSE,TRUE,TRUE,FALSE,1396,1236,1068,TEST
457,4424,4483334,Total weight percentage of calcium,CPP-ACP plus laser (group D),CPP-ACP crème (group C),continuous,,,20,,20,,,,"Original outcome was ""Amount of calcium and phosphate on enamel surface"" but changed to ""Total weight percentage of calcium"" since this seemed more accurate. All numerical values are in a graphical format of table.",FALSE,TRUE,TRUE,FALSE,1396,1236,1068,TEST
458,4425,4483334,Total weight percentage of phosphate,CPP-ACP plus laser (group D),Distilled and deionized water (group A),continuous,,,20,,20,,,,All numerical values are in a graphical format of table.,FALSE,TRUE,TRUE,FALSE,1396,1236,1068,TEST
459,4425,4483334,Total weight percentage of phosphate,CPP-ACP plus laser (group D),Nd:YAG laser (group B),continuous,,,20,,20,,,,All numerical values are in a graphical format of table.,FALSE,TRUE,TRUE,FALSE,1396,1236,1068,TEST
460,4425,4483334,Total weight percentage of phosphate,CPP-ACP plus laser (group D),CPP-ACP crème (group C),continuous,,,20,,20,,,,All numerical values are in a graphical format of table.,FALSE,TRUE,TRUE,FALSE,1396,1236,1068,TEST
461,4430,5726464,25(OH)D levels,Vitamin D plus calcium supplementation,Placebo,continuous,,79,,86,,,,,Median was reported.,FALSE,TRUE,FALSE,FALSE,6563,4244,3133,TEST
462,4431,5726464,Lipid profile: total cholesterol,Vitamin D plus calcium supplementation,Placebo,continuous,,79,,86,,,,,Median was reported.,FALSE,TRUE,FALSE,FALSE,6563,4244,3133,TEST
463,4431,5726464,Lipid profile: HDL-c,Vitamin D plus calcium supplementation,Placebo,continuous,,79,,86,,,,,Median was reported.,FALSE,TRUE,FALSE,FALSE,6563,4244,3133,TEST
464,4431,5726464,Lipid profile: LDL-c,Vitamin D plus calcium supplementation,Placebo,continuous,,79,,86,,,,,Median was reported.,FALSE,TRUE,FALSE,FALSE,6563,4244,3133,TEST
465,4431,5726464,Lipid profile: Triglycerides,Vitamin D plus calcium supplementation,Placebo,continuous,,79,,86,,,,,Median was reported.,FALSE,TRUE,FALSE,FALSE,6563,4244,3133,TEST
466,4433,5726464,Changes in body mass index,Vitamin D plus calcium supplementation,Placebo,continuous,,79,,86,,,,,Median was reported.,FALSE,TRUE,FALSE,FALSE,6563,4244,3133,TEST
467,4434,5726464,Metabolic syndrome,Vitamin D plus calcium supplementation,Placebo,binary,9,66,11,75,,,,,,FALSE,TRUE,FALSE,TRUE,6563,4244,3133,TEST
468,4802,5515881,memory score,demanding balance training program,relaxation group,continuous,,,,,9.44,5.48,8,4.16,Group sizes are in methods section only. Numerical values are from posttest.,TRUE,TRUE,FALSE,FALSE,4475,3500,2868,TEST
469,4799,5515881,dynamic balance performance on the stability platform,demanding balance training program,relaxation group,continuous,,,,,7.54,2.57,6.29,1.84,Group sizes are in methods section only. Numerical values are from posttest.,TRUE,TRUE,FALSE,FALSE,4475,3500,2868,TEST
470,4800,5515881,center of pressure (CoP) sway velocity,demanding balance training program,relaxation group,continuous,,,,,0.63,0.11,0.67,0.18,Group sizes are in methods section only. Numerical values are from posttest.,TRUE,TRUE,FALSE,FALSE,4475,3500,2868,TEST
471,4803,5515881,spatial score,demanding balance training program,relaxation group,continuous,,,,,0.443,0.75,0.04,0.91,Group sizes are in methods section only. Numerical values are from posttest.,TRUE,TRUE,FALSE,FALSE,4475,3500,2868,TEST
472,5710,3343759,improvment in ANELT by day 21,higher level of education (>12 years),<12 years of education,continuous,,,,,,,,,Median is reported. Group sizes are only available in methods section.,FALSE,TRUE,FALSE,FALSE,3838,2633,2065,TEST
473,5711,3343759,aphasia types,very early speech and language therapy (SLT),control,binary,,,,,,,,,Numerical data is in figure and group sizes are not available in abstract or results sections.,TRUE,FALSE,FALSE,FALSE,3838,2633,2065,TEST
474,5522,4144850,Independent household latrines number,Total Sanitation Campaign,Control,binary,673,"1,525",366,"1,514",,,,,Used percent to calculate outcomes for binary variables.,FALSE,TRUE,FALSE,TRUE,24614,13328,9179,TEST
475,5523,4144850,Open defecation - adult men,Total Sanitation Campaign,Control,binary,1138,"1,525",1273,"1,514",,,,,Used percent to calculate outcomes for binary variables.,FALSE,TRUE,FALSE,TRUE,24614,13328,9179,TEST
476,5523,4144850,Open defecation - adult women,Total Sanitation Campaign,Control,binary,1116,"1,525",1264,"1,514",,,,,Used percent to calculate outcomes for binary variables.,FALSE,TRUE,FALSE,TRUE,24614,13328,9179,TEST
477,5523,4144850,Open defecation - children,Total Sanitation Campaign,Control,binary,1279,"1,525",1350,"1,514",,,,,Used percent to calculate outcomes for binary variables.,FALSE,TRUE,FALSE,TRUE,24614,13328,9179,TEST
478,5525,4144850,Helminth infections,Total Sanitation Campaign,Control,binary,34,581,32,569,,,,,Used percent to calculate outcomes for binary variables.,FALSE,TRUE,FALSE,TRUE,24614,13328,9179,TEST
479,5526,4144850,Anemia,Total Sanitation Campaign,Control,binary,"1,078","1,919",976,"1,922",,,,,Used percent to calculate outcomes for binary variables.,FALSE,TRUE,FALSE,TRUE,24614,13328,9179,TEST
480,4801,5515881,VO2peak,demanding balance training program,relaxation group,continuous,,,,,32.07,6.52,31.947,7.89,Group sizes are in methods section only. Numerical values are from posttest.,TRUE,TRUE,FALSE,FALSE,4475,3500,2868,TEST
481,5521,4144850,Sanitation facility improvement,Total Sanitation Campaign,Control,binary,630,"1,522",342,"1,512",,,,,Used percent to calculate outcomes for binary variables.,FALSE,TRUE,FALSE,TRUE,24614,13328,9179,TEST
482,5524,4144850,E. coli contaminated water,Total Sanitation Campaign,Control,binary,310,404,331,403,,,,,Used percent to calculate outcomes for binary variables.,FALSE,TRUE,FALSE,TRUE,24614,13328,9179,TEST
483,5712,3343759,Amsterdam-Nijmegen everyday language test (ANELT),very early speech and language therapy (SLT),control,continuous,,59,,55,,,,,"Median values are reported. Group size is based on ANELT by day 21, intent-to-treat.",FALSE,TRUE,FALSE,FALSE,3838,2633,2065,TEST
484,5713,3343759,history of myocardial infarction,very early speech and language therapy (SLT),control,binary,,,,,,,,,Numerical data are only in methods section.,FALSE,TRUE,FALSE,FALSE,3838,2633,2065,TEST
